"Id_aloj_1";"O0110";"O0111";"O0115";"O0120";"O0125";"O0130";"O0135";"O0140";"O0145";"O0150";"O0155";"O0160";"O0161";"O0162";"O0163";"O0165";"O0210";"O0211";"O0215";"O0220";"O0225";"O0230";"O0235";"O0240";"O0245";"O0250";"O0260";"O0261";"O0265";"O0310";"O0315";"O0320";"O0325";"O0330";"O0335";"O0340";"O0345";"O0350";"O0355";"O0360";"O0365";"O0370";"O0375"
"F1_42581";1;;;;2;;;;3;;;;;;;;;;;;2;3;;;1;;;;;4;5;5;5;3;5;5;4;5;5;5;4;5;3
"F1_42582";;1;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42583";;;;;;;2;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42584";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42585";3;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42586";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42587";3;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42588";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42589";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42590";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42591";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42592";;;;;;;;;;;;;;;;;;3;;;;;;;2;1;;;;5;5;4;5;5;4;5;5;5;5;5;5;5;5
"F1_42593";;;;;;;;;;;;;;;;;2;;;;;;;3;;1;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"F1_42594";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42595";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42596";;;;;;;;;;;;;;;;;;;;;;;3;2;;1;;;;3;4;3;4;3;4;4;4;3;4;3;3;4;3
"F1_42597";;;;;;;;;;;;;;;;;;2;;;;;3;1;;;;;;4;3;4;4;3;5;4;4;4;4;4;3;4;3
"F1_42598";1;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42599";1;;;;;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42600";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42602";2;;;;;;;;3;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42603";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42604";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42605";3;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42606";;;;;;;;;;;;;;;;;;;3;;;;1;;;2;;;;3;3;4;3;1;6;3;3;2;1;1;1;1;1
"F1_42607";;;;;;;;;;;;;;;;;;2;;;;;3;;;1;;;;3;4;5;5;4;5;4;5;5;4;5;3;4;3
"F1_42608";3;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42609";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42610";2;;;;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42611";;;;;;;;;;;;;;;;;;3;;;1;;2;;;;;;;3;4;5;4;5;4;3;4;5;5;4;4;4;2
"F1_42612";2;;;;1;3;;;;;;;;;;;;;;;3;2;;;1;;;;;6;6;6;6;6;6;6;6;6;6;6;6;5;6
"F1_42613";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42614";2;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42615";1;;;;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42616";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42617";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42618";3;;;;2;;;;1;;;;;;;;;;;;1;;3;2;;;;;;4;5;5;4;4;5;4;4;4;4;3;4;4;3
"F1_42619";3;;;;;;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42620";1;;;;;;2;;;3;;;;;;;;1;;2;3;;;;;;;;;4;4;4;4;4;6;4;5;4;4;4;4;4;3
"F1_42621";;3;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42622";;;;;;;;;;2;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42623";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42624";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42625";;2;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42626";;;;;;;;;;;;;;;;;;1;;;2;;3;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"F1_42627";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42628";2;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42629";;1;;;;;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42630";;;;;;;;;;;;;;;;;;;3;;;;2;;;1;;;;1;3;4;1;2;3;1;3;1;6;6;2;6;2
"F1_42631";3;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42632";3;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42633";;;;;;;;;;;;;;;;;;;;;3;;1;;;2;;;;6;6;4;4;4;4;6;5;6;6;6;3;4;1
"F1_42634";1;;2;;3;;;;;;;;;;;;;;;2;;;;;;;1;3;;1;5;6;5;6;6;2;4;4;5;5;4;5;4
"F1_42635";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42636";;;;;;;;;;;;;;;;;;;1;;;;2;;;3;;;;2;3;6;6;5;2;4;1;4;4;5;4;3;1
"F1_42637";2;;;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42638";2;;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42639";1;2;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42640";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42641";;1;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42642";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42643";;;;;3;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42644";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42645";;3;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42646";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42647";;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42648";1;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42649";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42650";;;;;;;;;;;;;;;;;3;;;;2;;1;;;;;;;5;6;6;6;4;6;5;6;6;6;6;6;5;6
"F1_42651";3;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42652";3;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42653";;2;;;;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42654";;;;;;;;;;;;;;;;;;3;;2;1;;;;;;;;;6;4;4;5;4;6;4;3;6;4;3;4;3;3
"F1_42655";2;;;;;;1;;;;3;;;;;;;;;3;1;;2;;;;;;;4;3;4;3;5;2;3;5;6;5;5;5;4;2
"F1_42656";;;3;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42657";1;;3;;2;;;;;;;;;;;;;;1;;2;;3;;;;;;;4;3;5;4;4;4;4;3;4;4;4;4;5;4
"F1_42658";3;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42659";;;;1;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42660";2;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42661";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42662";;;;2;;;1;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42663";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42664";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42665";;;;;3;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42666";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42667";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42668";;;;;;;;;;;;;;;;;;;;;2;;1;3;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"F1_42669";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42670";3;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42671";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42672";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42673";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42674";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42675";2;;;;1;;;;;;;;3;;;;;;;;2;;3;;;1;;;;2;4;4;2;6;6;6;1;6;5;3;6;6;5
"F1_42676";;2;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42677";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42678";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42679";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42680";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42681";2;;;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42682";;3;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42683";;2;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42684";3;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42685";;;;;2;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42686";3;;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42687";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42688";3;;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42689";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42690";3;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42691";;2;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42692";;;;;2;;;;1;3;;;;;;;;;1;;3;;;2;;;;;;5;5;6;5;6;4;4;5;5;5;5;6;5;5
"F1_42693";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42694";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42695";3;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42696";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42697";;1;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42698";3;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42699";;;3;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42700";;2;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42701";;2;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42702";;1;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42703";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42704";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42705";3;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42706";2;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42707";;1;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42708";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42709";;;;;;;3;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42710";3;;;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42711";3;;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42712";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42713";1;;;;;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42714";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42715";;;1;;;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42716";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42717";1;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42718";1;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42719";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42720";3;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42721";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42722";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42723";;2;;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42724";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42725";2;1;;;;;;;;;;;3;;;;;;;;1;;2;;;;;;3;3;3;2;3;5;2;3;3;2;3;4;3;3;3
"F1_42726";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42727";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42728";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42729";2;1;;;;;3;;;;;;;;;;;1;2;;3;;;;;;;;;3;3;3;3;4;5;3;3;3;3;4;3;3;2
"F1_42730";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42731";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42732";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42733";;2;;;3;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42734";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42735";3;2;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42736";;3;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42737";;;;;3;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42738";1;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42739";3;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42740";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42741";;;3;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42742";;;;;;;1;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42743";2;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42744";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42745";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42746";2;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42747";;;;;3;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42748";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42749";2;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42750";;1;;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42751";3;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42752";2;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42753";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42754";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42755";3;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42756";3;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42757";1;;;;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42758";2;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42759";2;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42760";;2;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42761";;;;;3;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42762";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42763";1;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42764";;1;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42765";;1;;;;;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42766";;1;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42767";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42768";1;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42769";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42770";;3;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42771";3;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42772";1;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42773";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42774";2;;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42775";3;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42776";;1;;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42777";;3;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42778";3;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42779";;1;;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42780";;3;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42781";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42782";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42783";;1;;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42784";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42785";;1;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42786";3;;;;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42787";2;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42788";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42789";;1;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42790";2;;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42791";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42792";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42793";;3;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42794";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42795";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42796";3;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42797";;3;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42798";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42799";2;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42800";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42802";2;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42803";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42804";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42805";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42806";;3;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42807";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42808";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42809";;;;;;;;;;;;;;;;;2;;;;;3;;;1;;;;;4;6;5;5;6;5;4;5;5;5;6;4;6;4
"F1_42810";;3;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42811";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42812";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42813";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42814";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42815";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42816";1;;;;;;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42817";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42818";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42819";3;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42820";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42821";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42822";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42823";3;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42824";;;;;;;;;;;;;;;;;1;3;;;;;;;;2;;;;5;5;6;6;5;3;6;4;4;6;5;6;5;5
"F1_42825";;;;;;;;;;;;;;;;;3;;;;;1;;;2;;;;;4;5;4;4;5;5;4;4;5;6;5;5;5;5
"F1_42826";3;;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42827";1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42828";;;;;3;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42829";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42830";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42831";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42832";;;;;3;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42833";;;;;;;;;;;;;;;;;3;2;;;;;;1;;;;;;4;5;4;5;3;3;4;5;2;5;5;4;4;4
"F1_42834";;1;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42835";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42836";;;;;;;;;;;;;;;;;;;;;;;2;3;;1;;;;3;5;5;5;4;6;3;4;5;6;6;6;5;6
"F1_42837";;;1;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
