"Id_aloj_1";"O0110";"O0111";"O0115";"O0120";"O0125";"O0130";"O0135";"O0140";"O0145";"O0150";"O0155";"O0160";"O0161";"O0162";"O0163";"O0165";"O0210";"O0211";"O0215";"O0220";"O0225";"O0230";"O0235";"O0240";"O0245";"O0250";"O0260";"O0261";"O0265";"O0310";"O0315";"O0320";"O0325";"O0330";"O0335";"O0340";"O0345";"O0350";"O0355";"O0360";"O0365";"O0370";"O0375"
"F1_28268";;;;;3;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28269";2;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28270";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28271";1;;;;2;;3;;;;;;;;;;1;2;;;;;;;3;;;;;3;5;5;5;5;5;6;3;5;5;4;5;5;4
"F1_28272";;;;1;;;;;;;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28273";;;;;;;;;;;;;;;;;;2;;;3;;;;;1;;;;3;4;5;4;4;4;5;4;4;5;5;5;5;3
"F1_28274";;2;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28275";;;;;;;;;;;;;;;;;;;;;3;;2;;;1;;;;3;4;3;4;4;4;3;5;5;4;4;4;4;3
"F1_28276";;;;;1;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28277";1;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28278";;3;;;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28279";;;;;;;;;;;;;;;;;;;;;3;;1;;;2;;;;3;1;1;1;1;2;2;5;2;2;2;1;2;1
"F1_28280";2;;;;;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28281";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28282";;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28283";;;;;2;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28284";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28285";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28286";1;;;;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28287";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28288";;1;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28289";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28290";2;;;;;;1;;;3;;;;;;;3;1;;;;;;;2;;;;;3;5;4;4;4;6;4;3;5;6;4;3;5;3
"F1_28291";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28292";;;;;;;;;;;;;;;;;;2;;;;;3;;;1;;;;2;3;2;2;1;2;2;4;1;3;4;2;3;1
"F1_28293";;;;;2;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28294";;3;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28295";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28296";1;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28297";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28298";3;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28299";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28300";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28301";;;;;;;;;;;;;;;;;;;1;2;3;;;;;;;;;4;5;2;2;1;6;5;2;4;3;2;3;1;2
"F1_28302";2;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28303";3;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28304";2;;;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28305";;1;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28306";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28307";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28308";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28309";1;;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28310";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28311";2;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28312";1;;;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28313";;;3;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28314";;1;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28315";1;;;;;;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28316";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28317";;1;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28318";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28319";;;3;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28320";;3;;;;;2;;;;;;1;;;;3;;;;;1;;;;;2;;;6;6;3;2;5;4;2;3;6;6;6;2;5;3
"F1_28321";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28322";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28323";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28325";;;;;3;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28326";2;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28327";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28328";1;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28329";1;;;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28330";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28331";3;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28332";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28333";1;;;;;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28334";;;;;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28335";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28336";2;;;;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28337";;;;;;;;;;;;;;;;;;2;;;;1;;3;;;;;;6;5;6;6;6;6;5;4;6;6;6;6;6;6
"F1_28338";;2;;3;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28339";2;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28340";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28341";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28342";1;;;;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28343";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28344";;2;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28345";;;;;;;;;;;;;;;;;;3;;;;;2;;;1;;;;2;2;1;1;1;5;4;2;6;2;2;1;2;1
"F1_28346";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28347";;;;;;;;;;;;;;;;;;;2;;1;;;;;;;;3;3;3;1;1;2;1;3;2;3;2;3;2;5;4
"F1_28348";;;;;;;2;;;;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28349";2;1;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28350";2;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28351";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28352";1;2;;;;;;;;;;;3;;;;;1;;;2;;;;;;;;3;3;3;3;3;2;3;4;2;3;3;3;3;3;4
"F1_28353";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28354";2;;;;;;;;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28355";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28356";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28357";;3;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28358";2;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28359";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28360";;;;;2;1;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28361";3;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28362";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28363";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28364";;;;;;;;;;;;;;;;;;1;;;3;2;;;;;;;;4;5;4;5;5;4;4;5;4;4;4;4;4;4
"F1_28365";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28366";2;;;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28367";;1;;;;;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28368";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28369";2;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28370";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28371";;;;;;;;;;;;;;;;;3;;;;;;2;;;1;;;;3;4;2;3;4;3;5;2;3;3;4;4;4;4
"F1_28372";3;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28373";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28374";;;;;3;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28375";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28376";;;;;;;;;;;;;;;;;;;;1;;;;;2;3;;;;3;4;4;4;4;5;4;2;5;5;4;3;4;2
"F1_28377";;;;;;;;;;1;2;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28378";;;;;;;;;;;;;;;;;;1;;;;;2;3;;;;;;5;5;5;5;3;5;4;4;5;4;4;4;4;3
"F1_28379";;1;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28380";3;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28381";3;1;;;;;2;;;;;;;;;;;;2;;;1;;3;;;;;;2;3;3;2;4;5;3;1;3;4;4;5;4;4
"F1_28382";;3;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28383";1;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28384";;;;;;;;;;;;;;;;;;;;;;;1;2;;3;;;;3;3;3;2;3;3;3;3;3;2;3;2;2;3
"F1_28385";;;;;;3;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28386";1;;;;;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28387";;1;;;;;;;;;;;2;;;3;;;1;2;3;;;;;;;;;3;3;2;3;1;3;3;3;1;3;2;3;2;1
"F1_28388";;3;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28389";2;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28390";1;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28391";1;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28392";;;;;;;;;;;;;;;;;;1;;;2;;;;3;;;;;4;4;3;4;3;4;4;4;4;3;5;4;3;4
"F1_28393";;;;;;;;;;;;;;;;;3;;;;;1;;2;;;;;;2;4;3;3;5;3;3;4;3;4;4;2;4;3
"F1_28394";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28395";1;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28396";2;;;;1;3;;;;;;;;;;;;3;2;;1;;;;;;;;;4;5;5;5;5;6;5;2;6;3;3;4;4;5
"F1_28397";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28398";2;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28399";;;;;;;;;;;;;;;;;;1;;3;;;;;;2;;;;2;3;2;2;1;3;3;2;3;2;2;3;2;2
"F1_28400";2;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28402";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28403";1;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28404";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28405";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28406";1;;2;;;;;;;3;;;;;;;;2;;;;;;1;;3;;;;3;4;5;5;5;6;5;3;6;5;5;5;5;4
"F1_28407";;1;;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28408";;;;;2;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28409";;1;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28410";;;3;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28411";;1;;;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28412";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28413";2;3;;;1;;;;;;;;;;;;;1;;;3;;;;;2;;;;3;4;4;5;2;4;6;2;5;4;4;4;5;5
"F1_28414";3;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28415";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28416";1;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28417";;2;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28418";;;;;;;3;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28419";;1;;;;;;;;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28420";;1;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28421";;;;;;;;;;;;;;;;;;1;;3;2;;;;;;;;;4;6;5;5;6;6;5;5;5;6;6;5;6;5
"F1_28422";1;;;;;;;;;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28423";;1;;;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28424";2;;;;1;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28425";2;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28426";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28427";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28428";2;;;;;;;;;;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28429";3;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28430";;;;;2;3;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28431";;;3;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28432";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28433";3;2;;;1;;;;;;;;;;;;;;2;;;;;1;;;3;;;4;6;4;4;4;5;3;2;3;3;4;2;5;4
"F1_28434";3;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28435";1;;;2;3;;;;;;;;;;;;2;;;;;;1;;;3;;;;3;4;4;4;4;4;3;4;4;4;4;3;4;4
"F1_28436";1;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28437";;3;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28438";;2;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28439";2;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28440";;;;;;;1;;;;;;2;;3;;;;;;;;2;;;1;;;3;3;3;3;3;2;3;3;4;2;3;3;3;3;4
"F1_28441";3;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28442";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28443";1;;2;;3;;;;;;;;;;;;;;2;3;;;;1;;;;;;3;6;3;4;5;3;5;1;3;3;4;3;3;5
"F1_28444";1;;;;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28445";;2;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28446";3;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28447";3;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28448";;;;3;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28449";;;;;1;;3;;;2;;;;;;;;;1;2;3;;;;;;;;;6;5;5;5;4;5;5;3;5;4;6;5;5;6
"F1_28450";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28451";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28452";2;;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28453";;;2;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28454";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28455";3;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28456";;2;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28457";2;;;;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28458";;;;;;;;;;;;;;;;;2;;;3;;;;;1;;;;;2;5;5;4;5;4;5;2;6;5;5;5;5;3
"F1_28459";2;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28460";3;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28461";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28462";3;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28463";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28464";;;2;1;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28465";3;;;;2;;;;1;;;;;;;;;2;1;;;;;3;;;;;;6;6;6;5;5;5;5;4;4;6;4;4;4;3
"F1_28466";;;;;;;;;;;;;;;;;;;;;;;;1;;2;3;;;3;3;3;2;2;4;3;2;4;2;2;2;3;2
"F1_28467";2;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28468";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28469";;;;;;;3;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28470";;;;;;;;;;;;;;;;;1;;3;;2;;;;;;;;;4;4;3;2;2;3;3;3;3;3;3;2;3;1
"F1_28471";;;;;;;;3;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28472";;;;;;;1;;;;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28473";1;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28474";;;;;;;;;;;;;;;;;2;;;3;1;;;;;;;;;5;5;3;5;3;4;5;2;5;6;5;3;5;3
"F1_28475";1;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28476";1;;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28477";1;;;;;;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28478";;2;;;;;;;;;;;3;;;1;3;1;;;2;;;;;;;;;4;5;5;5;5;5;3;4;5;5;4;3;5;5
"F1_28479";1;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28480";;3;;;;;;;1;;;;2;;;;1;;;;;2;;;3;;;;;5;5;4;5;4;5;4;4;5;5;4;4;4;3
"F1_28481";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28482";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28483";;;;;;;;;;;;;;;;;;3;;;;;2;;;1;;;;3;3;3;2;3;3;3;3;3;3;3;3;3;3
"F1_28484";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28485";2;;;;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28486";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28487";1;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28488";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28489";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28490";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28491";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28492";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28493";;2;;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28494";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28495";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28496";;;;;1;;;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28497";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28498";;3;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28499";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28500";3;;;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28501";;1;;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28502";;1;;;;;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28503";2;;;;;;1;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28504";3;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28505";;2;;;;;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28506";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28507";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28508";;2;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28509";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28510";2;;;;3;;;;1;;;;;;;;2;1;;3;;;;;;;;;;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"F1_28511";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28512";;1;;;;;3;;;;;;2;;;;;;;1;;;;;;2;;3;;3;3;3;2;3;3;4;1;3;4;3;2;3;3
"F1_28513";;;;;1;;;;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28514";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28515";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28516";2;3;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28517";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28518";1;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28519";2;;;3;1;;;;;;;;;;;;;;;3;;1;;;;;;;2;3;3;4;3;2;4;2;1;4;3;2;2;2;2
